bancarizado,codigodepartamentoatencion,codigomunicipioatencion,discapacidad,estadobeneficiario,etnia,fechainscripcionbeneficiario,genero,nivelescolaridad,nombredepartamentoatencion,nombremunicipioatencion,pais,tipoasignacionbeneficio,tipobeneficio,tipodocumento,tipopoblacion,rangobeneficioconsolidadoasignado,rangoultimobeneficioasignado,fechaultimobeneficioasignado,rangoedad,titular,cantidaddebeneficiarios
NO,15,15572,NO,ACTIVO,ND,2012-10-01,Mujer,ND,BOYACA,PUERTO BOYACA,ND,ND,ND,RC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000,1900-01-01,06-17,NO,1
SI,15,15572,NO,ACTIVO,ND,2013-01-01,Mujer,ND,BOYACA,PUERTO BOYACA,ND,MONETARIO,NUTRICIÓN,CC,DESPLAZADOS,3.000.001 - 4.500.000,0 - 1.300.000,2018-01-01,30-49,SI,1
NO,15,15572,NO,ACTIVO,AFROCOLOMBIANO – NEGRO,2015-11-01,Mujer,ND,BOYACA,PUERTO BOYACA,ND,MONETARIO,ND,CC,DESPLAZADOS,1.500.001 - 3.000.000,0 - 1.300.000,2018-01-01,30-49,SI,1
NO,15,15572,NO,ACTIVO,ND,2016-08-01,Mujer,PRIMARIA,BOYACA,PUERTO BOYACA,ND,ND,EDUCACIÓN PRIMARIA,RC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000,1900-01-01,06-17,NO,1
SI,15,15572,NO,NO ACTIVO,ND,2013-06-01,Mujer,ND,BOYACA,PUERTO BOYACA,ND,MONETARIO,ND,CC,ND,1.500.001 - 3.000.000,0 - 1.300.000,2014-01-01,30-49,SI,1
NO,15,15572,NO,ACTIVO,ND,2015-09-01,Mujer,SECUNDARIA,BOYACA,PUERTO BOYACA,ND,ND,EDUCACIÓN SECUNDARIA,CC,SISBEN,0 - 1.500.000,0 - 1.300.000,1900-01-01,18-29,NO,1
NO,15,15572,NO,NO ACTIVO,ND,2012-12-01,Mujer,ND,BOYACA,PUERTO BOYACA,Colombia,ND,ND,CC,ND,0 - 1.500.000,0 - 1.300.000,1900-01-01,18-29,NO,1
NO,15,15572,NO,ACTIVO,ND,2017-07-01,Mujer,ND,BOYACA,PUERTO BOYACA,ND,ND,NUTRICIÓN MENOR,RC,UNIDOS,0 - 1.500.000,0 - 1.300.000,1900-01-01,06-17,NO,1
NO,15,15572,NO,ACTIVO,ND,2014-07-01,Mujer,PRIMARIA,BOYACA,PUERTO BOYACA,ND,ND,EDUCACIÓN PRIMARIA,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000,1900-01-01,06-17,NO,2
NO,15,15572,NO,NO ACTIVO,ND,2012-12-01,Hombre,ND,BOYACA,PUERTO BOYACA,ND,ND,EDUCACIÓN SECUNDARIA,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000,1900-01-01,18-29,NO,1
